employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,Salary
18309,Operations,region_22,Bachelors,f,other,1,38,5,9,1,0,61,34787.15
4016,Operations,region_15,Bachelors,m,sourcing,1,40,5,8,0,0,64,35777.09
28184,Finance,region_26,Bachelors,f,sourcing,1,32,5,4,1,0,63,91098.57
73210,Technology,region_13,Masters & above,m,other,1,59,4,5,0,0,83,90546.8
9294,Legal,region_2,Bachelors,m,sourcing,1,33,1,5,1,0,61,31414.56
22943,Procurement,region_5,Bachelors,m,other,1,33,3,2,0,0,66,84787.27
58678,Operations,region_31,Bachelors,m,other,1,33,3,7,0,0,58,57557.63
40085,HR,region_26,Bachelors,f,sourcing,1,31,,1,1,0,56,38124.54
6935,Analytics,region_7,Bachelors,m,other,1,32,5,5,0,0,84,83490.39
62782,Analytics,region_15,Bachelors,m,other,1,33,3,7,0,0,87,33947.95
42208,Sales & Marketing,region_24,,m,other,1,28,,1,0,0,48,50530.13
34288,Sales & Marketing,region_25,Bachelors,m,other,1,27,,1,0,0,49,94129.7
53450,Sales & Marketing,region_31,Masters & above,m,other,1,40,5,7,1,0,46,70310.18
53127,Procurement,region_15,Masters & above,m,other,1,43,4,3,0,0,73,69893.99
14263,Technology,region_23,Bachelors,f,other,1,33,2,5,0,0,80,60010.41
73815,Sales & Marketing,region_28,Masters & above,m,other,1,45,3,5,1,0,51,75155.42
23631,HR,region_2,Below Secondary,f,other,1,24,2,2,0,0,50,99960.87
65551,Sales & Marketing,region_10,Masters & above,m,other,1,34,1,8,0,0,52,78052.15
56609,Sales & Marketing,region_2,Bachelors,f,other,1,36,1,8,0,0,48,39714.04
77389,Procurement,region_17,Bachelors,f,other,1,53,3,3,0,1,78,51498.84
53938,Sales & Marketing,region_22,Bachelors,m,sourcing,2,26,3,4,0,0,49,59092.75
25791,Sales & Marketing,region_22,,f,other,3,27,3,3,0,0,51,88069.89
71785,Technology,region_2,Bachelors,m,other,1,32,1,2,0,0,82,50412.6
2827,Sales & Marketing,region_13,Bachelors,m,sourcing,1,32,1,5,0,0,47,69867.37
62910,Technology,region_16,Bachelors,m,other,1,34,4,4,1,0,82,33353.51
34516,Sales & Marketing,region_4,Bachelors,m,sourcing,1,30,3,5,1,0,53,70164.22
46235,Legal,region_3,Bachelors,m,other,1,29,,1,1,0,59,98678
13497,Procurement,region_19,Bachelors,m,other,1,33,3,7,0,0,73,51120.99
57081,Technology,region_2,Masters & above,m,sourcing,3,38,3,8,0,0,77,81587.11
70696,Technology,region_13,Bachelors,m,other,1,29,3,5,0,0,82,77569.08
38604,Sales & Marketing,region_31,Bachelors,m,other,1,49,4,2,0,0,48,55289.87
32220,Sales & Marketing,region_22,Bachelors,m,sourcing,3,28,4,4,0,0,49,71912.7
72881,Sales & Marketing,region_16,,m,other,1,23,3,2,0,0,49,52159.78
23244,HR,region_2,Bachelors,f,other,1,43,5,7,0,0,60,35944.14
44609,Sales & Marketing,region_13,,m,other,1,23,2,2,0,0,47,68372.94
56486,Procurement,region_2,Masters & above,f,other,1,37,1,5,0,0,70,50315.02
46278,Operations,region_2,Masters & above,m,sourcing,2,48,3,18,0,0,63,88948.2
10205,Operations,region_10,Masters & above,m,sourcing,1,37,3,5,0,0,68,84569.61
26331,Sales & Marketing,region_23,Bachelors,m,other,1,28,3,4,0,0,50,56729.44
56968,Sales & Marketing,region_7,Bachelors,m,sourcing,4,28,3,2,0,0,50,64602.05
58465,Sales & Marketing,region_15,Bachelors,f,other,1,29,,1,0,0,50,43930.86
61788,Sales & Marketing,region_2,,f,other,1,56,1,11,0,0,51,69708.19
51185,Sales & Marketing,region_21,Bachelors,m,other,1,30,3,4,0,0,47,91072.29
21357,Sales & Marketing,region_2,Bachelors,m,other,2,32,1,3,0,0,49,32841.03
23310,Operations,region_15,Bachelors,m,sourcing,1,47,2,20,0,0,63,45388.09
69139,Finance,region_7,Masters & above,m,sourcing,2,38,5,5,1,0,56,95357.45
41947,Finance,region_2,Below Secondary,m,other,2,24,5,1,1,0,59,69819.56
37847,Finance,region_28,Masters & above,m,sourcing,3,34,5,8,1,0,65,77222.21
40329,Analytics,region_7,Bachelors,m,sourcing,3,35,3,3,0,0,86,36387.75
33264,Sales & Marketing,region_10,Masters & above,m,sourcing,1,37,3,4,0,0,48,97296.26
16381,Sales & Marketing,region_15,Bachelors,m,sourcing,1,35,4,10,0,0,56,64758.99
20381,Analytics,region_4,Masters & above,m,sourcing,1,35,3,2,1,0,91,42701.14
32867,Technology,region_2,Bachelors,f,other,1,58,3,10,0,0,82,89620.63
36282,Technology,region_2,Masters & above,f,other,1,41,4,5,1,0,86,92925.06
37306,Operations,region_2,Masters & above,f,other,1,35,5,2,1,0,62,53600
58407,Technology,region_2,Bachelors,m,other,2,25,,1,1,0,83,95423.6
12875,Sales & Marketing,region_22,Bachelors,m,sourcing,1,40,2,5,0,0,50,59526.68
28559,Sales & Marketing,region_4,Bachelors,m,other,1,28,5,2,1,0,50,37938.04
32277,Operations,region_16,Bachelors,m,sourcing,2,33,5,7,1,1,58,34622.58
63543,Sales & Marketing,region_28,Bachelors,m,other,1,29,5,3,1,0,51,65028.49
60943,Sales & Marketing,region_4,Bachelors,m,sourcing,1,40,1,9,0,0,54,42734.94
9120,Analytics,region_22,Bachelors,m,other,2,31,5,6,1,0,85,99842.28
6309,Sales & Marketing,region_13,Bachelors,m,other,1,31,5,7,0,0,45,62054.83
11841,Sales & Marketing,region_2,Bachelors,m,other,1,41,3,7,0,0,47,46622.57
12792,Technology,region_22,Masters & above,m,sourcing,1,44,3,7,0,0,80,41711.18
74511,Procurement,region_2,Bachelors,m,sourcing,2,43,3,13,0,0,71,52875.67
48562,Operations,region_22,Masters & above,m,sourcing,1,37,5,4,0,0,61,44203.24
45932,Procurement,region_23,Bachelors,m,sourcing,1,31,,1,0,0,72,87794.92
44546,Sales & Marketing,region_31,Bachelors,m,sourcing,1,26,,1,1,0,50,86568.39
48793,Sales & Marketing,region_15,Bachelors,m,other,3,27,4,5,0,0,46,48283.47
74228,Sales & Marketing,region_2,Bachelors,f,sourcing,1,49,1,8,0,0,51,33622.09
54135,Operations,region_11,Bachelors,f,sourcing,1,29,4,4,0,0,59,52153.77
53000,Technology,region_17,Masters & above,f,sourcing,1,41,3,3,1,0,78,72563.56
35915,Sales & Marketing,region_15,,m,sourcing,1,30,4,3,0,0,53,86679.01
5532,Sales & Marketing,region_2,Bachelors,m,other,1,55,1,6,0,0,45,44600.82
16123,HR,region_22,Masters & above,m,sourcing,2,36,4,6,0,0,54,58654.97
12193,Operations,region_15,Bachelors,m,other,1,35,3,7,0,0,62,98238.54
56513,Technology,region_7,Bachelors,m,other,1,41,4,6,0,0,79,79196.71
17451,Sales & Marketing,region_8,Masters & above,m,sourcing,1,30,1,5,0,0,48,45121.26
61294,Operations,region_22,Bachelors,m,sourcing,1,29,3,3,0,0,57,87121.03
34313,Sales & Marketing,region_2,Bachelors,f,sourcing,1,44,1,17,0,0,50,49332.44
67053,HR,region_2,Bachelors,f,sourcing,1,51,5,10,0,0,53,80661.4
11109,Legal,region_22,Below Secondary,m,other,1,28,5,2,1,0,58,98869.99
29927,Technology,region_10,Bachelors,m,sourcing,2,30,3,3,0,0,79,76604.82
15614,Operations,region_2,Bachelors,f,sourcing,1,28,4,4,0,0,62,62637.98
14913,Finance,region_22,Masters & above,m,other,1,36,4,5,0,0,62,54301.83
74038,HR,region_2,Masters & above,m,sourcing,1,56,1,18,0,0,51,55153.69
33982,Finance,region_28,Masters & above,m,other,1,34,5,8,1,0,58,51229.12
10737,Legal,region_27,Below Secondary,m,sourcing,1,26,3,1,1,0,57,74402.16
53493,Sales & Marketing,region_11,Bachelors,m,sourcing,2,33,1,7,1,0,53,96806.82
15205,Sales & Marketing,region_4,Bachelors,f,other,2,27,5,3,1,0,48,45361.35
23953,HR,region_22,Masters & above,f,sourcing,1,32,4,7,1,0,53,53120.66
20979,Technology,region_24,Bachelors,m,sourcing,1,29,3,3,0,0,78,75608.74
30222,Operations,region_25,Bachelors,m,sourcing,1,32,5,4,0,0,95,37333.28
57082,Sales & Marketing,region_25,Bachelors,m,other,1,30,5,5,1,1,53,47129.88
77179,Technology,region_2,Masters & above,m,sourcing,1,35,4,8,0,0,80,63455.44
45131,Technology,region_26,Bachelors,m,referred,1,27,3,1,0,0,80,96051.96
4164,Operations,region_11,Bachelors,f,sourcing,1,30,3,3,0,0,59,56817.2
59368,Operations,region_22,Bachelors,f,sourcing,1,31,5,5,1,0,62,98291.02
40,Operations,region_7,Masters & above,f,other,1,34,1,4,0,0,65,82348.74
55217,Operations,region_14,Bachelors,f,sourcing,1,33,3,9,0,0,59,77392.63
66507,Procurement,region_1,Bachelors,f,sourcing,1,27,2,3,0,0,70,70237.92
65733,Procurement,region_2,Bachelors,m,other,1,39,5,4,1,0,77,58648.46
65534,Operations,region_11,Masters & above,f,other,1,42,5,16,1,0,60,54419.34
16587,Operations,region_13,Bachelors,m,sourcing,1,43,4,12,0,0,57,92456.13
29147,Operations,region_7,Masters & above,m,other,1,44,4,7,0,0,55,48207.12
46758,Operations,region_26,Masters & above,m,other,1,49,5,4,0,0,62,88838.03
14338,Technology,region_22,Bachelors,m,sourcing,2,35,1,8,0,0,78,94888.23
43636,Sales & Marketing,region_27,Bachelors,m,sourcing,1,37,4,10,0,0,45,50078.12
27461,Procurement,region_31,Bachelors,f,sourcing,1,26,1,2,0,0,70,79882.45
75304,Technology,region_28,Masters & above,m,sourcing,1,31,3,7,0,0,80,54993.1
6107,Sales & Marketing,region_32,Bachelors,m,other,1,33,5,7,1,0,53,38181.93
41333,Sales & Marketing,region_25,Bachelors,m,other,1,31,3,6,1,0,49,49255.28
66338,Operations,region_22,Masters & above,m,other,1,54,4,16,1,0,61,87484.96
69855,Operations,region_16,Bachelors,m,sourcing,2,31,5,4,1,0,60,59190.69
53082,Technology,region_29,Bachelors,f,other,1,27,2,4,0,0,79,67939.62
41160,Finance,region_20,Bachelors,m,sourcing,2,28,3,3,0,0,54,53911.19
6334,Procurement,region_31,Bachelors,f,other,1,31,1,6,0,0,73,46261.01
32569,Analytics,region_2,Masters & above,m,other,1,42,3,10,0,0,88,45238.17
8827,Technology,region_2,Masters & above,f,other,1,35,4,8,0,0,78,80087.98
67910,Sales & Marketing,region_7,Masters & above,m,other,2,32,1,9,0,0,43,31178.81
76813,HR,region_2,Masters & above,m,sourcing,1,41,3,8,0,0,51,79527.91
2988,Sales & Marketing,region_29,Masters & above,m,sourcing,1,37,3,3,1,0,53,92865.66
64190,Technology,region_27,Bachelors,f,other,1,23,,1,0,0,82,59204.59
20121,HR,region_22,Bachelors,f,sourcing,1,29,3,5,1,0,50,88791.3
41741,Technology,region_26,Bachelors,m,sourcing,2,39,3,9,0,0,78,60748.83
45194,Operations,region_19,Bachelors,m,sourcing,1,35,3,4,1,0,53,64988.15
49919,Sales & Marketing,region_29,Bachelors,f,other,1,28,,1,1,0,50,95223.52
14154,Operations,region_11,Masters & above,m,sourcing,2,44,5,6,1,0,64,39151.98
11254,Finance,region_32,Bachelors,m,sourcing,1,34,1,4,0,0,57,98871.41
16331,Sales & Marketing,region_2,,m,other,1,33,3,7,0,0,47,99976.54
55001,HR,region_31,Bachelors,f,sourcing,1,25,5,3,1,0,47,94013.53
28513,Operations,region_14,Bachelors,f,other,1,27,,1,1,0,60,55524.45
20185,Operations,region_26,Bachelors,f,sourcing,1,24,,1,0,0,59,53409.93
35919,Sales & Marketing,region_25,Bachelors,m,sourcing,1,28,4,5,0,0,50,61715.91
24500,Sales & Marketing,region_13,Masters & above,m,other,2,39,5,3,1,0,45,90200.07
44054,Procurement,region_31,Bachelors,m,other,1,32,2,7,0,0,67,88264.99
50629,Sales & Marketing,region_23,,m,sourcing,1,39,5,4,1,0,47,43144.03
59166,Operations,region_23,Bachelors,m,other,1,31,3,3,0,0,61,92852.04
9372,Sales & Marketing,region_15,Bachelors,f,other,1,26,4,3,0,0,48,77160.41
47084,Sales & Marketing,region_19,Bachelors,m,other,1,32,5,4,0,0,46,90473.28
73073,Sales & Marketing,region_2,Masters & above,m,other,2,32,1,2,0,0,48,43992.88
5349,Operations,region_22,Masters & above,f,other,1,51,5,6,0,0,56,92375.06
76713,Procurement,region_2,Masters & above,m,other,2,56,4,15,1,0,71,71709.08
65142,Procurement,region_7,Bachelors,m,sourcing,2,57,3,15,0,0,68,41923.83
73178,Sales & Marketing,region_2,,m,sourcing,1,25,4,2,1,0,50,31321.28
434,Sales & Marketing,region_16,Bachelors,m,other,1,38,1,7,0,0,51,65402.83
40397,Operations,region_22,Bachelors,m,sourcing,1,29,4,2,1,0,61,89787.26
35129,Sales & Marketing,region_10,Bachelors,m,sourcing,1,34,3,7,0,0,51,50870.33
24753,Finance,region_2,,f,sourcing,1,38,3,3,0,0,59,94430.11
54946,Analytics,region_22,Bachelors,f,other,2,27,5,3,1,0,76,37348.57
49679,Procurement,region_7,Masters & above,f,sourcing,1,39,1,8,0,0,74,55455.74
70426,Sales & Marketing,region_11,Bachelors,m,other,1,39,2,10,0,0,52,97624.32
75033,Operations,region_22,Masters & above,f,other,1,43,5,6,0,0,75,95442.45
55142,Technology,region_26,Bachelors,m,other,1,37,5,5,1,0,81,97926.55
31732,Technology,region_26,Bachelors,m,sourcing,2,28,3,4,0,0,82,57392.92
67361,Sales & Marketing,region_2,Masters & above,m,other,2,51,5,18,0,0,61,45788.02
7862,Technology,region_22,Bachelors,m,other,1,24,,1,0,0,79,32020.75
47674,Finance,region_7,Bachelors,m,other,2,30,,1,0,0,60,98503.52
51170,Operations,region_13,Bachelors,m,sourcing,2,30,5,5,1,0,59,80524.78
40250,Procurement,region_2,Bachelors,m,sourcing,1,47,4,14,0,0,68,62775.6
15882,HR,region_22,Bachelors,f,sourcing,1,28,1,2,1,0,53,70202.95
33088,Technology,region_7,Bachelors,m,sourcing,1,39,2,5,0,0,81,52772.34
74571,Procurement,region_26,,f,other,1,29,4,4,0,0,72,65352.88
14855,Operations,region_31,Bachelors,m,other,1,33,4,4,0,0,62,42566.89
27267,Operations,region_7,Bachelors,m,sourcing,2,31,5,5,1,0,61,46055.73
77029,Sales & Marketing,region_31,Bachelors,f,other,1,25,2,2,0,0,47,79102.87
57031,Analytics,region_22,Bachelors,m,sourcing,2,27,3,4,1,0,85,57186.11
69393,Operations,region_30,Masters & above,f,other,1,41,3,8,0,0,61,75513.74
46092,Finance,region_2,Bachelors,m,sourcing,3,30,5,4,0,1,75,31115.25
76238,Sales & Marketing,region_26,Bachelors,f,other,1,32,5,5,1,0,49,87217.94
66339,Sales & Marketing,region_13,Bachelors,m,other,1,45,3,7,0,0,48,35668.1
7081,Finance,region_7,Masters & above,f,other,1,33,5,3,0,0,60,95662.7
15678,Technology,region_2,Bachelors,m,other,1,31,4,5,1,1,76,91582.16
18667,Analytics,region_13,Bachelors,m,other,1,49,2,19,0,0,83,79354.81
29359,Legal,region_29,Bachelors,m,other,1,28,3,5,0,0,58,31819.95
36923,Technology,region_2,,f,sourcing,2,44,2,7,0,0,77,44014.4
42363,Technology,region_31,Bachelors,f,sourcing,1,32,1,5,0,0,78,42692.91
42346,Operations,region_2,Masters & above,m,other,2,41,5,11,0,0,60,70553.3
2398,Sales & Marketing,region_13,Bachelors,m,sourcing,1,40,3,7,0,0,52,60700.06
62464,HR,region_4,Bachelors,m,other,1,40,3,3,0,0,49,92749.17
17938,Operations,region_15,Bachelors,f,other,1,31,3,3,1,0,59,48679.54
49710,Sales & Marketing,region_13,Masters & above,m,other,1,48,1,17,0,0,55,82647.54
33989,Procurement,region_2,Bachelors,m,other,1,49,3,8,0,0,67,87504.88
72283,Sales & Marketing,region_4,Bachelors,m,other,1,39,5,12,0,0,50,70318.7
8721,Procurement,region_26,Masters & above,m,other,1,55,4,17,1,0,65,51620.82
53137,Analytics,region_15,Bachelors,m,sourcing,1,25,,1,1,1,86,38048.66
18516,Analytics,region_31,Bachelors,f,sourcing,1,27,3,4,0,0,94,58579.98
41498,Sales & Marketing,region_2,,m,sourcing,1,33,3,6,0,0,52,61995.18
19237,Technology,region_31,Masters & above,m,other,1,38,5,9,1,0,76,64162.35
68536,HR,region_7,Masters & above,f,other,1,34,4,7,0,0,48,48542.28
74853,Procurement,region_4,Bachelors,f,other,1,31,4,5,1,0,70,67953.56
62777,Finance,region_13,Bachelors,m,other,2,29,3,4,1,1,62,46302.09
50962,Analytics,region_9,Masters & above,m,sourcing,2,30,3,4,1,0,78,41847.32
37122,Technology,region_2,Masters & above,f,sourcing,1,32,4,6,1,0,81,39495.55
24564,Sales & Marketing,region_26,,m,sourcing,1,34,4,3,0,0,49,71527
63834,Operations,region_10,Bachelors,m,sourcing,1,28,,1,0,0,60,74475.81
7507,Technology,region_10,Bachelors,f,other,1,29,2,2,0,0,80,53160.39
23158,Technology,region_14,Masters & above,m,other,1,42,4,7,0,0,82,50429.77
57670,Sales & Marketing,region_26,Bachelors,m,other,1,25,3,3,0,0,52,92719.78
35619,Operations,region_23,Masters & above,m,other,1,38,3,8,0,0,58,71166.91
38839,Technology,region_2,Bachelors,m,other,3,28,4,2,1,0,77,61829.89
58149,Sales & Marketing,region_2,Bachelors,f,sourcing,1,40,5,4,0,0,50,51766.02
71077,Procurement,region_13,Bachelors,f,sourcing,1,39,4,5,1,0,67,58607.04
68696,Sales & Marketing,region_2,,m,other,1,38,3,10,0,0,50,92263.19
63303,Operations,region_30,Bachelors,f,other,1,30,5,8,1,0,60,43252.75
29100,Technology,region_5,Masters & above,f,other,1,30,3,7,0,0,79,38832.21
22881,Sales & Marketing,region_2,Bachelors,m,sourcing,1,36,5,3,0,0,51,93367.9
26273,Sales & Marketing,region_2,Bachelors,m,sourcing,1,42,3,8,1,0,51,87215.75
27544,Operations,region_17,Bachelors,m,other,1,24,1,2,0,0,59,41426.2
29125,Technology,region_10,Masters & above,m,other,2,37,3,7,0,0,76,48165.79
44046,Procurement,region_24,Bachelors,f,other,1,31,4,4,1,0,69,43995.02
76292,Technology,region_1,Masters & above,m,sourcing,1,32,4,7,0,0,80,93445.35
71693,Legal,region_31,Bachelors,m,sourcing,1,31,3,5,1,0,58,37147.35
7887,Technology,region_5,Bachelors,m,other,1,38,3,4,0,0,80,42229.24
1630,Operations,region_22,Bachelors,m,sourcing,1,29,5,4,1,0,55,71322.51
34880,Operations,region_7,Bachelors,m,sourcing,2,32,3,7,0,0,58,82885.58
32111,Finance,region_2,Bachelors,m,sourcing,1,57,3,13,1,0,60,95571.73
67458,HR,region_2,Bachelors,m,other,1,27,2,3,1,0,52,68876.4
9513,Legal,region_13,Bachelors,f,sourcing,1,32,4,6,1,0,61,97964.37
251,Operations,region_13,Bachelors,m,other,1,40,4,7,0,0,57,91580.43
74792,Procurement,region_2,Masters & above,f,sourcing,2,55,4,4,0,0,68,47270.35
45392,Sales & Marketing,region_23,Bachelors,m,sourcing,1,32,2,10,0,0,45,91488.05
52285,Sales & Marketing,region_10,Bachelors,m,sourcing,1,26,,1,1,0,51,47738.96
11142,Procurement,region_3,Masters & above,m,other,1,34,5,5,1,0,65,98134.82
23965,Procurement,region_2,Bachelors,f,other,3,45,3,5,0,0,68,69537.46
52158,Operations,region_7,Below Secondary,m,other,1,27,1,5,0,0,59,54829.17
12689,Sales & Marketing,region_34,Bachelors,m,other,1,30,1,5,0,0,49,34140.09
4389,Sales & Marketing,region_13,Bachelors,m,sourcing,1,53,5,10,0,0,49,66741.34
22203,Technology,region_29,Bachelors,m,other,1,29,3,4,0,0,80,44651
65204,Legal,region_27,Bachelors,f,other,1,29,3,5,0,0,57,86762.59
55171,Technology,region_22,Masters & above,m,other,1,41,4,6,1,0,83,91378.64
642,Sales & Marketing,region_22,Bachelors,f,other,1,28,,1,1,0,52,70406.82
18034,Analytics,region_27,Bachelors,m,other,1,37,3,4,0,0,83,72555.38
38233,Sales & Marketing,region_4,Bachelors,m,other,1,48,5,16,0,0,49,57641.34
40438,Operations,region_32,Bachelors,m,sourcing,1,29,3,2,0,0,58,77772.82
5672,Technology,region_7,Bachelors,f,sourcing,1,33,4,4,0,0,78,35117.58
36360,Technology,region_13,Masters & above,m,other,1,41,4,5,0,0,79,48537.06
71731,Technology,region_23,Masters & above,f,other,1,35,3,3,0,0,79,52294.24
75348,Sales & Marketing,region_15,Bachelors,f,other,4,27,2,3,0,0,51,91504.82
77560,Sales & Marketing,region_27,Bachelors,m,sourcing,2,29,3,2,0,0,49,83496.4
73394,Sales & Marketing,region_13,Masters & above,m,other,1,50,5,18,0,0,49,31703.95
3963,Procurement,region_9,Bachelors,m,other,1,31,3,6,0,0,73,69875.88
72319,Operations,region_19,Bachelors,m,sourcing,2,42,4,10,0,0,58,33269.04
13734,Operations,region_15,Bachelors,m,other,1,34,1,3,0,0,62,97922.62
61684,Operations,region_22,Masters & above,f,sourcing,1,38,4,7,0,0,62,50350.15
35369,R&D,region_26,Bachelors,m,other,1,27,5,2,1,0,78,44178.77
7136,Sales & Marketing,region_23,Bachelors,f,sourcing,1,28,5,3,1,0,48,49988.36
77470,Procurement,region_5,Masters & above,f,other,1,34,3,3,1,1,71,69185.91
26561,Sales & Marketing,region_2,Masters & above,m,other,2,38,5,8,1,0,50,63703.13
38724,Analytics,region_2,Masters & above,m,sourcing,1,33,5,10,1,0,86,57710.45
12776,Procurement,region_22,Masters & above,f,other,1,35,5,7,1,0,71,54128.51
25604,Procurement,region_29,Masters & above,m,sourcing,1,32,3,6,1,0,67,43728.4
73581,Operations,region_23,Masters & above,f,sourcing,1,40,3,3,1,1,58,33210.08
6164,Technology,region_2,Bachelors,m,other,1,44,1,3,0,0,74,85506.42
40315,Finance,region_22,Bachelors,m,other,1,31,4,7,1,0,59,94875.24
50169,Procurement,region_2,Masters & above,f,sourcing,1,33,3,7,1,0,76,88916.14
22002,HR,region_2,Bachelors,f,sourcing,1,55,4,25,0,0,52,61122.66
65901,Analytics,region_23,Bachelors,m,other,2,29,3,3,0,0,87,95544.75
48190,Sales & Marketing,region_13,Bachelors,f,other,1,31,5,7,0,0,50,74094.22
6530,Sales & Marketing,region_2,Masters & above,m,sourcing,1,36,2,5,0,0,48,83959.11
44237,HR,region_22,Bachelors,m,referred,1,27,3,2,1,0,51,30489
43404,Operations,region_11,Bachelors,f,sourcing,1,30,3,6,0,0,58,80609.56
52164,Operations,region_19,Bachelors,m,sourcing,1,33,3,3,0,0,59,42488.46
21533,Operations,region_15,Bachelors,m,other,1,28,3,2,0,0,59,64409.63
39279,Operations,region_22,Masters & above,f,other,2,33,3,3,1,0,59,59887.59
43365,Operations,region_22,Bachelors,m,sourcing,1,27,3,3,0,0,70,40022.17
48458,R&D,region_22,Bachelors,m,other,3,30,5,2,1,0,86,48220.31
29001,Analytics,region_23,Masters & above,m,other,2,42,3,7,1,0,80,67332.7
2112,Analytics,region_22,Masters & above,m,other,1,35,3,9,1,0,84,49433.25
15626,Procurement,region_1,Bachelors,f,sourcing,1,32,3,10,0,0,70,66090.44
38346,HR,region_7,Bachelors,m,other,1,29,2,5,0,0,52,35816.98
15640,Sales & Marketing,region_22,Bachelors,m,other,1,27,3,6,0,0,51,91957.58
11803,Procurement,region_22,Bachelors,m,sourcing,2,26,,1,1,0,67,55071.04
29804,Operations,region_3,Bachelors,f,sourcing,1,28,,1,0,0,57,70412.32
23181,Procurement,region_22,Bachelors,m,sourcing,1,33,5,3,1,0,73,48888.77
40972,Analytics,region_15,Bachelors,m,sourcing,1,24,,1,0,0,85,56849.62
22542,Sales & Marketing,region_31,,m,other,1,34,4,2,0,0,50,33635.32
74599,Technology,region_23,Bachelors,m,other,1,25,,1,0,0,82,50785.75
62043,Analytics,region_25,Bachelors,m,other,1,30,3,5,0,0,78,89866.11
19010,Technology,region_28,Bachelors,f,other,1,28,3,3,0,0,79,34810.88
76400,Sales & Marketing,region_2,Bachelors,m,other,1,42,5,13,0,0,51,41232.45
5921,Operations,region_2,Masters & above,f,other,1,40,4,5,0,0,64,44544.81
24617,Operations,region_13,Bachelors,m,other,1,36,5,5,1,0,61,70220.47
43838,Procurement,region_10,Bachelors,f,sourcing,1,32,5,7,1,0,70,90778.55
43985,HR,region_15,Bachelors,f,other,1,29,2,4,0,0,49,79855.07
49217,Sales & Marketing,region_2,Masters & above,f,other,1,48,5,5,1,0,51,44885.46
2251,Operations,region_2,Bachelors,f,other,1,41,5,6,1,0,58,37408.45
32062,Sales & Marketing,region_2,,f,sourcing,1,24,,1,0,0,52,86144.34
71741,Operations,region_19,Bachelors,f,other,1,41,5,5,1,0,61,49769.96
37759,Sales & Marketing,region_9,Bachelors,m,other,1,28,5,3,0,0,49,68373.13
46616,Technology,region_27,Bachelors,m,other,1,39,1,4,1,0,82,82583.05
25420,Sales & Marketing,region_7,Bachelors,m,sourcing,1,25,4,4,0,0,47,94610.57
42255,Procurement,region_22,Masters & above,f,other,1,37,3,9,0,0,71,83555.15
55265,Operations,region_15,Masters & above,m,other,1,45,5,2,1,0,61,88518.97
9316,Legal,region_22,Bachelors,m,other,1,37,1,2,0,0,65,33657.59
73040,Procurement,region_2,Masters & above,f,other,1,33,5,6,0,0,70,64926.86
69295,HR,region_7,Bachelors,f,sourcing,1,27,5,4,1,0,49,94035.22
59204,Sales & Marketing,region_11,Bachelors,m,sourcing,1,28,,1,0,0,52,56839.52
14900,Technology,region_13,Masters & above,f,other,2,35,2,5,0,0,83,81566.14
7099,Sales & Marketing,region_22,Bachelors,m,other,1,26,3,5,1,0,49,86139.44
21091,Sales & Marketing,region_16,Bachelors,f,sourcing,1,33,3,5,1,0,53,71512.15
12739,Finance,region_2,Bachelors,f,other,2,33,4,3,1,0,58,64013.98
65553,Sales & Marketing,region_12,Bachelors,m,other,3,26,3,2,0,0,53,53166.52
24447,HR,region_28,Bachelors,m,sourcing,1,33,3,8,0,0,51,39200.1
27933,Operations,region_22,Bachelors,m,referred,1,33,3,5,0,0,61,87885.7
73298,Sales & Marketing,region_23,Bachelors,f,other,1,29,1,2,1,0,48,83548.43
63372,Sales & Marketing,region_13,Bachelors,m,other,1,30,2,2,0,0,50,75661.54
74510,Procurement,region_7,Masters & above,m,sourcing,2,40,3,3,0,0,69,66284.08
66547,Procurement,region_7,Masters & above,f,other,1,30,3,6,1,0,68,63884.34
15775,Procurement,region_16,Masters & above,f,other,1,34,4,7,0,0,70,50444.7
58258,R&D,region_7,Bachelors,m,sourcing,1,34,3,6,0,0,81,32963.19
67699,Operations,region_2,Bachelors,m,other,1,42,5,16,1,0,60,40092.94
70274,Procurement,region_27,Masters & above,f,sourcing,1,36,3,11,0,0,72,91537.55
6010,Sales & Marketing,region_16,Masters & above,m,other,1,39,5,9,0,0,50,68123.71
46947,Operations,region_7,Bachelors,f,other,1,25,,1,0,0,60,50136.45
2239,Procurement,region_31,Bachelors,m,sourcing,2,29,3,5,0,0,63,91165.88
50546,Sales & Marketing,region_2,,m,other,1,26,,1,0,0,53,76361.45
34930,Finance,region_2,Bachelors,f,other,1,53,5,4,1,0,60,99101.75
35859,Technology,region_19,Bachelors,m,other,1,30,4,3,0,0,75,70703.61
9903,Procurement,region_15,Bachelors,m,other,1,32,2,7,0,0,72,63661.64
12389,Analytics,region_34,Bachelors,m,other,1,29,5,6,0,0,84,38322.47
28343,Procurement,region_2,Masters & above,f,other,1,44,5,7,1,1,66,53050.5
52597,Technology,region_7,Bachelors,m,sourcing,1,32,2,5,0,0,79,77555.35
21269,Operations,region_19,Bachelors,m,sourcing,1,37,2,10,0,0,57,42305.41
48939,Procurement,region_10,Masters & above,f,sourcing,1,35,1,7,0,0,69,82231.83
18613,HR,region_2,Masters & above,m,other,1,57,2,29,0,0,50,37493.65
